method,case_id,category,archive_name,member_name,context,tags,input_bytes,expected_status,expected_ok,expected_classified,expected_bytes_preserved,actual_ok,actual_classified,actual_bytes_preserved,filter_decision,extraction_outcome,outside_write_clean,link_behavior,metadata_behavior,parse_ok,zipfile_contrast,external_security_not_tested,tarfile_data_filter_available,tarfile_tar_filter_available,tarfile_fully_trusted_filter_available,correct,fail_reason,expected_fail_naive,elapsed_ms,output_chars,note
pathlib_relative_path_guard,T032,duplicate_member,example_note,example_note/dup.txt,safe_member,duplicate_member,20,success,True,True,True,True,True,True,allow,,,,,True,,,,,,True,,False,0.023429,201,pathlib: example_note/dup.txt passed relative-path guard – does NOT follow links!
pathlib_relative_path_guard,T033,duplicate_member,example_project,example_project/conflict,safe_member,duplicate_member,24,success,True,True,True,True,True,True,allow,,,,,True,,,,,,True,,False,0.02306,205,pathlib: example_project/conflict passed relative-path guard – does NOT follow links!
pathlib_relative_path_guard,T034,partial_extraction,test_widget,test_widget/partial.txt,metadata_caveat,partial_extraction,23,success,True,True,True,True,True,True,allow,,,,,True,,,,,,True,,False,0.025842,204,pathlib: test_widget/partial.txt passed relative-path guard – does NOT follow links!
pathlib_relative_path_guard,T035,data_filter,fictional_event,fictional_event/safe.txt,filter_behavior,data_filter,24,success,True,True,True,True,True,True,allow,,,,,True,,,,,,True,,False,0.022465,205,pathlib: fictional_event/safe.txt passed relative-path guard – does NOT follow links!
pathlib_relative_path_guard,T036,tar_filter,toy_archive,toy_archive/safe.txt,filter_behavior,tar_filter,20,success,True,True,True,True,True,True,allow,,,,,True,,,,,,True,,False,0.022602,201,pathlib: toy_archive/safe.txt passed relative-path guard – does NOT follow links!
pathlib_relative_path_guard,T037,fully_trusted_filter,demo_payload,demo_payload/safe.txt,filter_behavior,fully_trusted_filter,21,success,True,True,True,True,True,True,allow,,,,,True,,,,,,True,,False,0.022565,202,pathlib: demo_payload/safe.txt passed relative-path guard – does NOT follow links!
pathlib_relative_path_guard,T038,default_filter,sample_bundle,sample_bundle/safe.txt,filter_behavior,default_filter,22,success,True,True,True,True,True,True,allow,,,,,True,,,,,,True,,False,0.022813,203,pathlib: sample_bundle/safe.txt passed relative-path guard – does NOT follow links!
pathlib_relative_path_guard,T039,custom_filter,synthetic_report,../traversal.txt,filter_behavior,"custom_filter,traversal_path,naive_negative",16,error,True,False,True,True,False,True,reject,,,,,False,,,,,,True,,False,0.017516,155,pathlib: traversal component rejected
pathlib_relative_path_guard,T040,custom_filter,example_note,example_note/link_evil,filter_behavior,"custom_filter,symlink_outside,naive_negative",22,error,True,False,True,True,True,True,allow,,,,,True,,,,,,True,"classified: expected False, got True; parse_ok: expected False, got True; filter_decision: expected reject, got allow",False,0.024061,203,pathlib: example_note/link_evil passed relative-path guard – does NOT follow links!
pathlib_relative_path_guard,T041,custom_filter,example_project,example_project/dev_zero,filter_behavior,"custom_filter,special_file",24,error,True,False,True,True,True,True,allow,,,,,True,,,,,,True,"classified: expected False, got True; parse_ok: expected False, got True; filter_decision: expected reject, got allow",False,0.023558,205,pathlib: example_project/dev_zero passed relative-path guard – does NOT follow links!
pathlib_relative_path_guard,T042,list_before_extract,test_widget,test_widget/listme.txt,filter_behavior,list_before_extract,22,success,True,True,True,True,True,True,allow,,,,,True,,,,,,True,,False,0.024365,203,pathlib: test_widget/listme.txt passed relative-path guard – does NOT follow links!
pathlib_relative_path_guard,T043,extractfile_only,fictional_event,fictional_event/readme.txt,filter_behavior,extractfile_only,26,success,True,True,True,True,True,True,allow,,,,,True,,,,,,True,,False,0.0232,207,pathlib: fictional_event/readme.txt passed relative-path guard – does NOT follow links!
pathlib_relative_path_guard,T044,zipfile_contrast,toy_archive,toy_archive/zip_safe.txt,zipfile_contrast,zipfile_contrast,24,success,True,True,True,True,True,True,allow,,,,,True,,,,,,True,,False,0.023471,205,pathlib: toy_archive/zip_safe.txt passed relative-path guard – does NOT follow links!
pathlib_relative_path_guard,T045,zipfile_contrast,demo_payload,../zip_traversal.txt,zipfile_contrast,"zipfile_contrast,traversal_path,naive_negative",20,error,True,False,True,True,False,True,reject,,,,,False,,,,,,True,,False,0.019025,155,pathlib: traversal component rejected
pathlib_relative_path_guard,T046,archive_bomb_not_tested,sample_bundle,sample_bundle/bomb.txt,external_truth_not_tested,archive_bomb_not_tested,22,success,True,True,True,True,True,True,allow,,,,,True,,,,,,True,,False,0.025968,203,pathlib: sample_bundle/bomb.txt passed relative-path guard – does NOT follow links!
pathlib_relative_path_guard,T047,archive_bomb_not_tested,synthetic_report,synthetic_report/size_bomb.txt,external_truth_not_tested,archive_bomb_not_tested,30,success,True,True,True,True,True,True,allow,,,,,True,,,,,,True,,False,0.023008,211,pathlib: synthetic_report/size_bomb.txt passed relative-path guard – does NOT follow links!
pathlib_relative_path_guard,T048,symlink_race_not_tested,example_note,example_note/race.txt,external_truth_not_tested,symlink_race_not_tested,21,success,True,True,True,True,True,True,allow,,,,,True,,,,,,True,,False,0.023197,202,pathlib: example_note/race.txt passed relative-path guard – does NOT follow links!
pathlib_relative_path_guard,T049,real_cve_not_tested,example_project,example_project/cve.txt,external_truth_not_tested,real_cve_not_tested,23,success,True,True,True,True,True,True,allow,,,,,True,,,,,,True,,False,0.022846,204,pathlib: example_project/cve.txt passed relative-path guard – does NOT follow links!
pathlib_relative_path_guard,T050,external_truth_not_tested,test_widget,test_widget/external.txt,external_truth_not_tested,external_truth_not_tested,24,success,True,True,True,True,True,True,allow,,,,,True,,,,,,True,,False,0.023643,205,pathlib: test_widget/external.txt passed relative-path guard – does NOT follow links!
pathlib_relative_path_guard,T051,naive_negative,fictional_event,../../../etc/passwd,traversal_member,"naive_negative,traversal_path",19,error,True,False,True,True,False,True,reject,,,,,False,,,,,,True,,False,0.021138,155,pathlib: traversal component rejected
pathlib_relative_path_guard,T052,naive_negative,toy_archive,/absolute/evil.txt,absolute_path,"naive_negative,absolute_path",18,error,True,False,True,True,False,True,reject,,,,,False,,,,,,True,,False,0.005171,149,pathlib: absolute path rejected
pathlib_relative_path_guard,T053,naive_negative,demo_payload,demo_payload/symlink_out,symlink_caveat,"naive_negative,symlink_outside",24,error,True,False,True,True,True,True,allow,,,,,True,,,,,,True,"classified: expected False, got True; parse_ok: expected False, got True; filter_decision: expected reject, got allow",False,0.024314,205,pathlib: demo_payload/symlink_out passed relative-path guard – does NOT follow links!
tarfile_data_filter_demo,T001,safe_regular_file,example_project,example_project/README.txt,safe_member,safe_regular_file,26,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,9.653354,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T002,safe_regular_file,test_widget,test_widget/nested/config.json,safe_member,safe_regular_file,30,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,6.949293,206,tarfile_data_filter (REAL): extracted 3 members
tarfile_data_filter_demo,T003,safe_directory,fictional_event,fictional_event/data/,safe_member,safe_directory,21,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,6.829637,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T004,dot_component,toy_archive,toy_archive/./note.txt,safe_member,dot_component,22,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,5.499554,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T005,redundant_separator,demo_payload,demo_payload//safe.txt,safe_member,redundant_separator,22,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,5.381294,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T006,traversal_path,sample_bundle,../outside.txt,traversal_member,"traversal_path,naive_negative",14,error,True,False,True,True,False,True,reject,blocked,True,,,,,,,,,True,,False,2.83155,308,"tarfile_data_filter (REAL): blocked – FilterError: '../outside.txt' would be extracted to '/tmp/outside.txt', which is outside the destination"
tarfile_data_filter_demo,T007,traversal_path,synthetic_report,sample_bundle/../../etc/passwd,traversal_member,"traversal_path,naive_negative",30,error,True,False,True,True,False,True,reject,blocked,True,,,,,,,,,True,,False,2.957227,323,"tarfile_data_filter (REAL): blocked – FilterError: 'sample_bundle/../../etc/passwd' would be extracted to '/tmp/etc/passwd', which is outside the destination"
tarfile_data_filter_demo,T008,absolute_path,example_note,/etc/passwd,absolute_path,"absolute_path,naive_negative",11,error,True,False,True,True,True,True,allow,success,True,,,,,,,,,True,"classified: expected False, got True; filter_decision: expected reject, got allow; extraction_outcome: expected blocked, got success",False,5.289286,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T009,absolute_path,example_project,/tmp/evil.txt,absolute_path,"absolute_path,naive_negative",13,error,True,False,True,True,True,True,allow,success,True,,,,,,,,,True,"classified: expected False, got True; filter_decision: expected reject, got allow; extraction_outcome: expected blocked, got success",False,5.30162,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T010,windows_drive_path,test_widget,C:/temp/file.txt,windows_path_caveat,windows_drive_path,16,error,True,False,True,True,True,True,allow,success,True,,,,,,,,,True,"classified: expected False, got True; filter_decision: expected reject, got allow; extraction_outcome: expected blocked, got success",False,6.956653,206,tarfile_data_filter (REAL): extracted 3 members
tarfile_data_filter_demo,T011,unc_path,fictional_event,//server/share/file.txt,windows_path_caveat,unc_path,23,error,True,False,True,True,True,True,allow,success,True,,,,,,,,,True,"classified: expected False, got True; filter_decision: expected reject, got allow; extraction_outcome: expected blocked, got success",False,6.71641,206,tarfile_data_filter (REAL): extracted 3 members
tarfile_data_filter_demo,T012,absolute_path,toy_archive,/leading/slash.txt,absolute_path,absolute_path,18,error,True,False,True,True,True,True,allow,success,True,,,,,,,,,True,"classified: expected False, got True; filter_decision: expected reject, got allow; extraction_outcome: expected blocked, got success",False,5.41305,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T013,backslash_path,demo_payload,demo_payload\subdir\file.txt,windows_path_caveat,backslash_path,28,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,3.986747,206,tarfile_data_filter (REAL): extracted 1 members
tarfile_data_filter_demo,T014,unicode_filename,sample_bundle,sample_bundle/café.txt,unicode_path,unicode_filename,23,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,5.992005,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T015,unicode_filename,synthetic_report,synthetic_report/café.txt,unicode_path,unicode_filename,27,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,5.704747,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T016,unicode_filename,example_note,example_note/📦.txt,unicode_path,unicode_filename,21,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,5.817037,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T017,long_path,example_project,example_project/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/deep.txt,unicode_path,long_path,84,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,52.724601,207,tarfile_data_filter (REAL): extracted 32 members
tarfile_data_filter_demo,T018,shell_metachar_filename,test_widget,test_widget/sp ace $HOME `id`.txt,safe_member,shell_metachar_filename,33,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,5.830731,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T019,control_character_filename,fictional_event,"fictional_event/bad
name.txt",safe_member,control_character_filename,28,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,5.663132,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T020,symlink_inside,toy_archive,toy_archive/link_inside,symlink_caveat,symlink_inside,23,success,True,False,True,True,True,True,allow,success,True,,,,,,,,,True,"classified: expected False, got True; filter_decision: expected reject, got allow; extraction_outcome: expected blocked, got success",False,5.811594,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T021,symlink_outside,demo_payload,demo_payload/evil_link,symlink_caveat,"symlink_outside,naive_negative",22,error,True,False,True,True,False,True,reject,blocked,True,,,,,,,,,True,,False,3.161557,271,tarfile_data_filter (REAL): blocked – FilterError: 'demo_payload/evil_link' is a link to an absolute path
tarfile_data_filter_demo,T022,symlink_follow_caveat,sample_bundle,sample_bundle/tricky.txt,symlink_caveat,symlink_follow_caveat,24,error,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,5.329638,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T023,hardlink_inside,synthetic_report,synthetic_report/hard_inside,hardlink_caveat,hardlink_inside,28,success,True,False,True,True,False,True,reject,blocked,True,,,,,,,,,True,,False,4.656561,264,"tarfile_data_filter (REAL): blocked – KeyError: ""linkname 'synthetic_report/safe.txt' not found"""
tarfile_data_filter_demo,T024,hardlink_outside,example_note,example_note/hard_evil,hardlink_caveat,"hardlink_outside,naive_negative",22,error,True,False,True,True,False,True,reject,blocked,True,,,,,,,,,True,,False,2.922223,271,tarfile_data_filter (REAL): blocked – FilterError: 'example_note/hard_evil' is a link to an absolute path
tarfile_data_filter_demo,T025,special_file,example_project,example_project/dev_null,special_file_caveat,special_file,24,error,True,False,True,True,False,True,reject,blocked,True,,,,,,,,,True,,False,2.801436,261,tarfile_data_filter (REAL): blocked – FilterError: 'example_project/dev_null' is a special file
tarfile_data_filter_demo,T026,fifo_file,test_widget,test_widget/my_fifo,special_file_caveat,fifo_file,19,error,True,False,True,True,False,True,reject,blocked,True,,,,,,,,,True,,False,2.830526,256,tarfile_data_filter (REAL): blocked – FilterError: 'test_widget/my_fifo' is a special file
tarfile_data_filter_demo,T027,permission_metadata,fictional_event,fictional_event/suid_bin,metadata_caveat,permission_metadata,24,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,5.396574,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T028,permission_metadata,toy_archive,toy_archive/executable.sh,metadata_caveat,permission_metadata,25,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,6.665665,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T029,ownership_metadata,demo_payload,demo_payload/owned.txt,metadata_caveat,ownership_metadata,22,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,5.356188,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T030,mtime_metadata,sample_bundle,sample_bundle/timed.txt,metadata_caveat,mtime_metadata,23,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,5.477007,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T031,pax_metadata,synthetic_report,synthetic_report/pax.txt,metadata_caveat,pax_metadata,24,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,5.401414,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T032,duplicate_member,example_note,example_note/dup.txt,safe_member,duplicate_member,20,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,5.270302,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T033,duplicate_member,example_project,example_project/conflict,safe_member,duplicate_member,24,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,5.530505,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T034,partial_extraction,test_widget,test_widget/partial.txt,metadata_caveat,partial_extraction,23,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,5.293885,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T035,data_filter,fictional_event,fictional_event/safe.txt,filter_behavior,data_filter,24,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,5.372373,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T036,tar_filter,toy_archive,toy_archive/safe.txt,filter_behavior,tar_filter,20,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,5.522194,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T037,fully_trusted_filter,demo_payload,demo_payload/safe.txt,filter_behavior,fully_trusted_filter,21,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,5.305349,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T038,default_filter,sample_bundle,sample_bundle/safe.txt,filter_behavior,default_filter,22,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,5.314708,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T039,custom_filter,synthetic_report,../traversal.txt,filter_behavior,"custom_filter,traversal_path,naive_negative",16,error,True,False,True,True,False,True,reject,blocked,True,,,,,,,,,True,,False,2.866253,312,"tarfile_data_filter (REAL): blocked – FilterError: '../traversal.txt' would be extracted to '/tmp/traversal.txt', which is outside the destination"
tarfile_data_filter_demo,T040,custom_filter,example_note,example_note/link_evil,filter_behavior,"custom_filter,symlink_outside,naive_negative",22,error,True,False,True,True,False,True,reject,blocked,True,,,,,,,,,True,,False,2.799574,271,tarfile_data_filter (REAL): blocked – FilterError: 'example_note/link_evil' is a link to an absolute path
tarfile_data_filter_demo,T041,custom_filter,example_project,example_project/dev_zero,filter_behavior,"custom_filter,special_file",24,error,True,False,True,True,False,True,reject,blocked,True,,,,,,,,,True,,False,2.868046,261,tarfile_data_filter (REAL): blocked – FilterError: 'example_project/dev_zero' is a special file
tarfile_data_filter_demo,T042,list_before_extract,test_widget,test_widget/listme.txt,filter_behavior,list_before_extract,22,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,5.639623,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T043,extractfile_only,fictional_event,fictional_event/readme.txt,filter_behavior,extractfile_only,26,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,5.376732,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T044,zipfile_contrast,toy_archive,toy_archive/zip_safe.txt,zipfile_contrast,zipfile_contrast,24,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,5.543319,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T045,zipfile_contrast,demo_payload,../zip_traversal.txt,zipfile_contrast,"zipfile_contrast,traversal_path,naive_negative",20,error,True,False,True,True,False,True,reject,blocked,True,,,,,,,,,True,,False,2.86114,320,"tarfile_data_filter (REAL): blocked – FilterError: '../zip_traversal.txt' would be extracted to '/tmp/zip_traversal.txt', which is outside the destination"
tarfile_data_filter_demo,T046,archive_bomb_not_tested,sample_bundle,sample_bundle/bomb.txt,external_truth_not_tested,archive_bomb_not_tested,22,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,5.389581,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T047,archive_bomb_not_tested,synthetic_report,synthetic_report/size_bomb.txt,external_truth_not_tested,archive_bomb_not_tested,30,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,5.350915,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T048,symlink_race_not_tested,example_note,example_note/race.txt,external_truth_not_tested,symlink_race_not_tested,21,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,5.483708,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T049,real_cve_not_tested,example_project,example_project/cve.txt,external_truth_not_tested,real_cve_not_tested,23,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,5.494253,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T050,external_truth_not_tested,test_widget,test_widget/external.txt,external_truth_not_tested,external_truth_not_tested,24,success,True,True,True,True,True,True,allow,success,True,,,,,,,,,True,,False,5.423936,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T051,naive_negative,fictional_event,../../../etc/passwd,traversal_member,"naive_negative,traversal_path",19,error,True,False,True,True,False,True,reject,blocked,True,,,,,,,,,True,,False,2.995858,308,"tarfile_data_filter (REAL): blocked – FilterError: '../../../etc/passwd' would be extracted to '/etc/passwd', which is outside the destination"
tarfile_data_filter_demo,T052,naive_negative,toy_archive,/absolute/evil.txt,absolute_path,"naive_negative,absolute_path",18,error,True,False,True,True,True,True,allow,success,True,,,,,,,,,True,"classified: expected False, got True; filter_decision: expected reject, got allow; extraction_outcome: expected blocked, got success",False,5.394834,206,tarfile_data_filter (REAL): extracted 2 members
tarfile_data_filter_demo,T053,naive_negative,demo_payload,demo_payload/symlink_out,symlink_caveat,"naive_negative,symlink_outside",24,error,True,False,True,True,False,True,reject,blocked,True,,,,,,,,,True,,False,3.393157,309,"tarfile_data_filter (REAL): blocked – FilterError: 'demo_payload/symlink_out' would link to '/tmp/etc/passwd', which is outside the destination"
tarfile_tar_filter_demo,T001,safe_regular_file,example_project,example_project/README.txt,safe_member,safe_regular_file,26,success,True,True,True,True,True,True,allow,success,True,n/a,,,,,,,,True,,False,5.255589,265,tarfile_tar_filter (REAL): extracted 2 members – less strict than data_filter
tarfile_tar_filter_demo,T002,safe_regular_file,test_widget,test_widget/nested/config.json,safe_member,safe_regular_file,30,success,True,True,True,True,True,True,allow,success,True,n/a,,,,,,,,True,,False,6.766488,265,tarfile_tar_filter (REAL): extracted 3 members – less strict than data_filter
tarfile_tar_filter_demo,T003,safe_directory,fictional_event,fictional_event/data/,safe_member,safe_directory,21,success,True,True,True,True,True,True,allow,success,True,n/a,,,,,,,,True,,False,7.292625,265,tarfile_tar_filter (REAL): extracted 2 members – less strict than data_filter
tarfile_tar_filter_demo,T004,dot_component,toy_archive,toy_archive/./note.txt,safe_member,dot_component,22,success,True,True,True,True,True,True,allow,success,True,n/a,,,,,,,,True,,False,5.369914,265,tarfile_tar_filter (REAL): extracted 2 members – less strict than data_filter
tarfile_tar_filter_demo,T005,redundant_separator,demo_payload,demo_payload//safe.txt,safe_member,redundant_separator,22,success,True,True,True,True,True,True,allow,success,True,n/a,,,,,,,,True,,False,5.606823,265,tarfile_tar_filter (REAL): extracted 2 members – less strict than data_filter
tarfile_tar_filter_demo,T006,traversal_path,sample_bundle,../outside.txt,traversal_member,"traversal_path,naive_negative",14,error,True,False,True,True,False,True,reject,blocked,True,,,,,,,,,True,,False,2.889467,307,"tarfile_tar_filter (REAL): blocked – FilterError: '../outside.txt' would be extracted to '/tmp/outside.txt', which is outside the destination"
tarfile_tar_filter_demo,T007,traversal_path,synthetic_report,sample_bundle/../../etc/passwd,traversal_member,"traversal_path,naive_negative",30,error,True,False,True,True,False,True,reject,blocked,True,,,,,,,,,True,,False,3.022022,322,"tarfile_tar_filter (REAL): blocked – FilterError: 'sample_bundle/../../etc/passwd' would be extracted to '/tmp/etc/passwd', which is outside the destination"
tarfile_tar_filter_demo,T008,absolute_path,example_note,/etc/passwd,absolute_path,"absolute_path,naive_negative",11,error,True,False,True,True,True,True,allow,success,True,n/a,,,,,,,,True,"classified: expected False, got True; filter_decision: expected reject, got allow; extraction_outcome: expected blocked, got success",False,5.327115,265,tarfile_tar_filter (REAL): extracted 2 members – less strict than data_filter
tarfile_tar_filter_demo,T009,absolute_path,example_project,/tmp/evil.txt,absolute_path,"absolute_path,naive_negative",13,error,True,False,True,True,True,True,allow,success,True,n/a,,,,,,,,True,"classified: expected False, got True; filter_decision: expected reject, got allow; extraction_outcome: expected blocked, got success",False,5.401499,265,tarfile_tar_filter (REAL): extracted 2 members – less strict than data_filter
tarfile_tar_filter_demo,T010,windows_drive_path,test_widget,C:/temp/file.txt,windows_path_caveat,windows_drive_path,16,error,True,False,True,True,True,True,allow,success,True,n/a,,,,,,,,True,"classified: expected False, got True; filter_decision: expected reject, got allow; extraction_outcome: expected blocked, got success",False,7.287281,265,tarfile_tar_filter (REAL): extracted 3 members – less strict than data_filter
tarfile_tar_filter_demo,T011,unc_path,fictional_event,//server/share/file.txt,windows_path_caveat,unc_path,23,error,True,False,True,True,True,True,allow,success,True,n/a,,,,,,,,True,"classified: expected False, got True; filter_decision: expected reject, got allow; extraction_outcome: expected blocked, got success",False,6.884834,265,tarfile_tar_filter (REAL): extracted 3 members – less strict than data_filter
tarfile_tar_filter_demo,T012,absolute_path,toy_archive,/leading/slash.txt,absolute_path,absolute_path,18,error,True,False,True,True,True,True,allow,success,True,n/a,,,,,,,,True,"classified: expected False, got True; filter_decision: expected reject, got allow; extraction_outcome: expected blocked, got success",False,5.345919,265,tarfile_tar_filter (REAL): extracted 2 members – less strict than data_filter
tarfile_tar_filter_demo,T013,backslash_path,demo_payload,demo_payload\subdir\file.txt,windows_path_caveat,backslash_path,28,success,True,True,True,True,True,True,allow,success,True,n/a,,,,,,,,True,,False,4.392544,265,tarfile_tar_filter (REAL): extracted 1 members – less strict than data_filter
tarfile_tar_filter_demo,T014,unicode_filename,sample_bundle,sample_bundle/café.txt,unicode_path,unicode_filename,23,success,True,True,True,True,True,True,allow,success,True,n/a,,,,,,,,True,,False,6.225164,265,tarfile_tar_filter (REAL): extracted 2 members – less strict than data_filter
tarfile_tar_filter_demo,T015,unicode_filename,synthetic_report,synthetic_report/café.txt,unicode_path,unicode_filename,27,success,True,True,True,True,True,True,allow,success,True,n/a,,,,,,,,True,,False,6.133634,265,tarfile_tar_filter (REAL): extracted 2 members – less strict than data_filter
tarfile_tar_filter_demo,T016,unicode_filename,example_note,example_note/📦.txt,unicode_path,unicode_filename,21,success,True,True,True,True,True,True,allow,success,True,n/a,,,,,,,,True,,False,5.804089,265,tarfile_tar_filter (REAL): extracted 2 members – less strict than data_filter
tarfile_tar_filter_demo,T017,long_path,example_project,example_project/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/deep.txt,unicode_path,long_path,84,success,True,True,True,True,True,True,allow,success,True,n/a,,,,,,,,True,,False,39.586761,266,tarfile_tar_filter (REAL): extracted 32 members – less strict than data_filter
tarfile_tar_filter_demo,T018,shell_metachar_filename,test_widget,test_widget/sp ace $HOME `id`.txt,safe_member,shell_metachar_filename,33,success,True,True,True,True,True,True,allow,success,True,n/a,,,,,,,,True,,False,5.46625,265,tarfile_tar_filter (REAL): extracted 2 members – less strict than data_filter
tarfile_tar_filter_demo,T019,control_character_filename,fictional_event,"fictional_event/bad
name.txt",safe_member,control_character_filename,28,success,True,True,True,True,True,True,allow,success,True,n/a,,,,,,,,True,,False,5.740944,265,tarfile_tar_filter (REAL): extracted 2 members – less strict than data_filter
tarfile_tar_filter_demo,T020,symlink_inside,toy_archive,toy_archive/link_inside,symlink_caveat,symlink_inside,23,success,True,True,True,True,True,True,allow,success,True,allowed,,,,,,,,True,,False,5.298484,269,tarfile_tar_filter (REAL): extracted 2 members – less strict than data_filter
tarfile_tar_filter_demo,T021,symlink_outside,demo_payload,demo_payload/evil_link,symlink_caveat,"symlink_outside,naive_negative",22,error,True,True,True,True,True,True,allow,success,True,allowed,,,,,,,,True,"filter_decision: expected reject, got allow; extraction_outcome: expected blocked, got success",False,5.326427,269,tarfile_tar_filter (REAL): extracted 2 members – less strict than data_filter
tarfile_tar_filter_demo,T022,symlink_follow_caveat,sample_bundle,sample_bundle/tricky.txt,symlink_caveat,symlink_follow_caveat,24,error,True,True,True,True,True,True,allow,success,True,n/a,,,,,,,,True,,False,5.643517,265,tarfile_tar_filter (REAL): extracted 2 members – less strict than data_filter
tarfile_tar_filter_demo,T023,hardlink_inside,synthetic_report,synthetic_report/hard_inside,hardlink_caveat,hardlink_inside,28,success,True,True,True,True,False,True,reject,blocked,True,,,,,,,,,True,"classified: expected True, got False; filter_decision: expected allow, got reject; extraction_outcome: expected success, got blocked",False,4.458888,263,"tarfile_tar_filter (REAL): blocked – KeyError: ""linkname 'synthetic_report/safe.txt' not found"""
